PID	Sample_run	chr	LTR	provirus_orientation	bp_pseudo3LTR
PT1	PT1_Y11.4	chr11	5LTR	-	95460944
PT1	PT1_Y11.4	chr11	5LTR	-	95460944
PT1	PT1_Y11.4	chr11	5LTR	-	95460944
PT1	PT1_Y11.4	chr11	5LTR	-	95460944
PT1	PT1_Y11.4	chr11	5LTR	-	95460944
PT1	PT1_Y11.4	chr11	3LTR	-	97681102
PT1	PT1_Y11.4	chr11	5LTR	+	104581194
PT1	PT1_Y4.8	chr11	3LTR	+	104784287
PT1	PT1_Y0.2	chr11	5LTR	-	108026849
PT1	PT1_Y0.2	chr11	3LTR	-	108061252
PT1	PT1_Y11.4	chr11	3LTR	-	108170643
PT1	PT1_Y11.4	chr11	5LTR	-	108181338
PT1	PT1_Y11.4	chr11	3LTR	+	116865420
PT1	PT1_Y11.4	chr11	5LTR	+	117005963
PT1	PT1_Y11.4	chr11	3LTR	+	117041597
PT1	PT1_Y11.4	chr11	3LTR	+	117041597
PT1	PT1_Y0.2	chr11	5LTR	-	117902092
PT1	PT1_Y11.4	chr11	5LTR	-	118092928
PT1	PT1_Y11.4	chr11	3LTR	+	118451934
PT1	PT1_Y11.4	chr11	3LTR	+	118451934
PT1	PT1_Y0.2	chr11	3LTR	+	118636882
PT1	PT1_Y0.2	chr11	5LTR	+	118636882
PT1	PT1_Y0.2	chr11	5LTR	+	118636882
PT1	PT1_Y0.2	chr11	5LTR	+	118636882
PT1	PT1_Y11.4	chr11	5LTR	+	118636882
PT1	PT1_Y11.4	chr11	5LTR	+	118636882
PT1	PT1_Y11.4	chr11	5LTR	+	118636882
PT1	PT1_Y11.4	chr11	5LTR	+	118636882
PT1	PT1_Y11.4	chr11	5LTR	+	118636882
PT1	PT1_Y11.4	chr11	5LTR	+	118636882
PT1	PT1_Y4.8	chr11	5LTR	+	118636882
PT1	PT1_Y4.8	chr11	3LTR	-	121398660
PT1	PT1_Y11.4	chr11	3LTR	+	122562384
PT1	PT1_Y11.4	chr11	3LTR	+	122602884
PT1	PT1_Y4.8	chr11	3LTR	-	125502034
PT1	PT1_Y11.4	chr11	3LTR	-	128312562
PT1	PT1_Y11.4	chr11	3LTR	-	128379482
PT1	PT1_Y11.4	chr11	3LTR	-	128379483
PT1	PT1_Y0.2	chr11	3LTR	+	128394397
PT1	PT1_Y11.4	chr11	5LTR	+	128571108
PT1	PT1_Y11.4	chr12	5LTR	-	427700
PT1	PT1_Y0.2	chr12	5LTR	+	899991
PT1	PT1_Y11.4	chr12	3LTR	-	6858388
PT1	PT1_Y0.2	chr12	3LTR	+	6927712
PT1	PT1_Y0.2	chr12	3LTR	+	6927712
PT1	PT1_Y11.4	chr12	3LTR	+	8844917
PT1	PT1_Y11.4	chr12	5LTR	-	9845186
PT1	PT1_Y11.4	chr12	5LTR	+	9924832
PT1	PT1_Y0.2	chr12	5LTR	+	12020890
PT1	PT1_Y0.2	chr12	3LTR	-	12311516
PT1	PT1_Y0.2	chr12	3LTR	-	12605917
PT1	PT1_Y0.2	chr12	3LTR	-	12605917
PT1	PT1_Y11.4	chr12	5LTR	-	12874085
PT1	PT1_Y11.4	chr12	3LTR	-	12874089
PT1	PT1_Y11.4	chr12	5LTR	-	12874259
PT1	PT1_Y11.4	chr12	3LTR	-	12874259
PT1	PT1_Y11.4	chr12	3LTR	-	13010873
PT1	PT1_Y11.4	chr12	3LTR	-	13010873
PT1	PT1_Y11.4	chr12	5LTR	-	14524604
PT1	PT1_Y4.8	chr12	5LTR	-	14631396
PT1	PT1_Y4.8	chr12	5LTR	-	14631396
PT1	PT1_Y4.8	chr12	3LTR	-	14631396
PT1	PT1_Y0.2	chr12	5LTR	-	14946441
PT1	PT1_Y0.2	chr12	3LTR	-	14946441
PT1	PT1_Y0.2	chr12	3LTR	-	14946441
PT1	PT1_Y11.4	chr12	5LTR	+	25393118
PT1	PT1_Y0.2	chr12	3LTR	+	28436644
PT1	PT1_Y11.4	chr12	5LTR	-	32007438
PT1	PT1_Y11.4	chr12	3LTR	-	39997835
PT1	PT1_Y11.4	chr12	3LTR	-	44932819
PT1	PT1_Y11.4	chr12	3LTR	-	44932820
PT1	PT1_Y11.4	chr12	3LTR	+	46288394
PT1	PT1_Y11.4	chr12	3LTR	+	48078253
PT1	PT1_Y11.4	chr12	5LTR	+	48078253
PT1	PT1_Y11.4	chr12	5LTR	+	48216328
PT1	PT1_Y0.2	chr12	3LTR	+	49857510
PT1	PT1_Y11.4	chr12	3LTR	+	50581250
PT1	PT1_Y0.2	chr12	5LTR	-	51031673
PT1	PT1_Y0.2	chr12	3LTR	-	51031673
PT1	PT1_Y11.4	chr12	5LTR	+	53029299
PT1	PT1_Y11.4	chr12	3LTR	+	53781431
PT1	PT1_Y11.4	chr12	5LTR	+	53852878
PT1	PT1_Y11.4	chr12	5LTR	+	53852878
PT1	PT1_Y11.4	chr12	3LTR	+	54810603
PT1	PT1_Y11.4	chr12	3LTR	+	54810603
PT1	PT1_Y0.2	chr12	5LTR	+	55258424
PT1	PT1_Y11.4	chr12	5LTR	+	55365350
PT1	PT1_Y11.4	chr12	5LTR	+	55365350
PT1	PT1_Y11.4	chr12	5LTR	+	55365350
PT1	PT1_Y11.4	chr12	5LTR	+	55365350
PT1	PT1_Y11.4	chr12	3LTR	+	56679797
PT1	PT1_Y4.8	chr12	5LTR	-	56829394
PT1	PT1_Y11.4	chr12	3LTR	-	57015152
PT1	PT1_Y11.4	chr12	5LTR	-	57068066
PT1	PT1_Y11.4	chr12	3LTR	-	57402479
PT1	PT1_Y0.2	chr12	5LTR	-	57731635
PT1	PT1_Y0.2	chr12	5LTR	-	57731635
PT1	PT1_Y0.2	chr12	5LTR	-	57731635
PT1	PT1_Y11.4	chr12	5LTR	-	57731635
PT1	PT1_Y11.4	chr12	5LTR	-	57761133
PT1	PT1_Y0.2	chr12	3LTR	-	57810978
PT1	PT1_Y11.4	chr12	3LTR	+	57898833
PT1	PT1_Y11.4	chr12	3LTR	+	57902466
PT1	PT1_Y0.2	chr12	3LTR	-	62749267
PT1	PT1_Y11.4	chr12	5LTR	-	62959923
PT1	PT1_Y11.4	chr12	5LTR	+	65582596
PT1	PT1_Y11.4	chr12	3LTR	-	69991964
PT1	PT1_Y4.8	chr12	5LTR	-	76215519
PT1	PT1_Y11.4	chr12	5LTR	+	76216573
PT1	PT1_Y11.4	chr12	3LTR	+	80220397
PT1	PT1_Y0.2	chr12	3LTR	+	92219270
PT1	PT1_Y11.4	chr12	5LTR	+	92870162
PT1	PT1_Y0.2	chr12	3LTR	-	93941574
PT1	PT1_Y0.2	chr12	5LTR	+	94765251
PT1	PT1_Y11.4	chr12	5LTR	-	111861124
PT1	PT1_Y4.8	chr12	5LTR	-	112031791
PT1	PT1_Y11.4	chr12	3LTR	+	112478424
PT1	PT1_Y11.4	chr12	5LTR	+	112478424
PT1	PT1_Y11.4	chr12	3LTR	+	112498250
PT1	PT1_Y11.4	chr12	5LTR	-	112652549
PT1	PT1_Y11.4	chr12	3LTR	+	120443204
PT1	PT1_Y11.4	chr12	5LTR	+	121142955
PT1	PT1_Y11.4	chr12	5LTR	+	122974739
PT1	PT1_Y11.4	chr12	3LTR	+	122975453
PT1	PT1_Y11.4	chr12	5LTR	-	122998029
PT1	PT1_Y11.4	chr12	3LTR	-	122998029
PT1	PT1_Y11.4	chr12	3LTR	-	122998029
PT1	PT1_Y11.4	chr12	3LTR	-	122998029
PT1	PT1_Y11.4	chr12	3LTR	-	122998029
PT1	PT1_Y11.4	chr12	3LTR	-	122998029
PT1	PT1_Y11.4	chr12	5LTR	-	124073996
PT1	PT1_Y11.4	chr12	5LTR	-	124080558
PT1	PT1_Y11.4	chr12	5LTR	-	124080558
PT1	PT1_Y11.4	chr12	5LTR	-	124080558
PT1	PT1_Y11.4	chr12	3LTR	-	124080558
PT1	PT1_Y11.4	chr12	3LTR	-	124080558
PT1	PT1_Y11.4	chr12	3LTR	-	124080558
PT1	PT1_Y11.4	chr13	5LTR	+	20479371
PT1	PT1_Y11.4	chr13	3LTR	+	20595970
PT1	PT1_Y0.2	chr13	3LTR	+	21438775
PT1	PT1_Y0.2	chr13	5LTR	+	21438775
PT1	PT1_Y0.2	chr13	5LTR	+	21958282
PT1	PT1_Y11.4	chr13	3LTR	+	32705980
PT1	PT1_Y11.4	chr13	3LTR	+	32705980
PT1	PT1_Y11.4	chr13	3LTR	-	41813656
PT1	PT1_Y11.4	chr13	3LTR	+	46750461
PT1	PT1_Y4.8	chr13	5LTR	-	49006193
PT1	PT1_Y11.4	chr13	3LTR	+	49037333
PT1	PT1_Y11.4	chr13	5LTR	+	49037333
PT1	PT1_Y11.4	chr13	5LTR	+	49037333
PT1	PT1_Y11.4	chr13	5LTR	+	49825736
PT1	PT1_Y11.4	chr13	5LTR	+	52001839
PT1	PT1_Y11.4	chr13	3LTR	+	72178434
PT1	PT1_Y0.2	chr13	3LTR	+	77934462
PT1	PT1_Y0.2	chr13	3LTR	-	99959986
PT1	PT1_Y11.4	chr13	3LTR	-	105793254
PT1	PT1_Y0.2	chr13	3LTR	+	108927255
PT1	PT1_Y0.2	chr13	3LTR	+	108927255
PT1	PT1_Y0.2	chr13	3LTR	+	108927255
PT1	PT1_Y0.2	chr13	3LTR	+	108927255
PT1	PT1_Y0.2	chr13	3LTR	+	108927255
PT1	PT1_Y0.2	chr13	3LTR	+	108927255
PT1	PT1_Y11.4	chr13	3LTR	+	108927255
PT1	PT1_Y11.4	chr13	3LTR	+	108927255
PT1	PT1_Y11.4	chr13	3LTR	+	108927255
PT1	PT1_Y11.4	chr13	3LTR	+	108927255
PT1	PT1_Y4.8	chr13	3LTR	+	108927255
PT1	PT1_Y11.4	chr13	5LTR	+	108927255
PT1	PT1_Y4.8	chr13	5LTR	+	108927255
PT1	PT1_Y11.4	chr14	3LTR	+	21845014
PT1	PT1_Y0.2	chr14	3LTR	-	31387214
PT1	PT1_Y11.4	chr14	3LTR	+	32592446
PT1	PT1_Y0.2	chr14	3LTR	+	35357523
PT1	PT1_Y0.2	chr14	5LTR	+	35357523
PT1	PT1_Y11.4	chr14	3LTR	-	35685806
PT1	PT1_Y11.4	chr14	3LTR	-	39760983
PT1	PT1_Y11.4	chr14	3LTR	-	39760983
PT1	PT1_Y4.8	chr14	3LTR	-	39760983
PT1	PT1_Y0.2	chr14	3LTR	+	45622116
PT1	PT1_Y0.2	chr14	5LTR	-	50972868
PT1	PT1_Y11.4	chr14	3LTR	-	58792867
PT1	PT1_Y11.4	chr14	3LTR	-	58792867
PT1	PT1_Y4.8	chr14	5LTR	-	62172337
PT1	PT1_Y11.4	chr14	3LTR	-	64174669
PT1	PT1_Y11.4	chr14	3LTR	-	64399969
PT1	PT1_Y0.2	chr14	5LTR	-	64532112
PT1	PT1_Y0.2	chr14	5LTR	-	67785089
PT1	PT1_Y0.2	chr14	3LTR	-	67785089
PT1	PT1_Y11.4	chr14	5LTR	-	68441816
PT1	PT1_Y4.8	chr14	5LTR	+	71394997
PT1	PT1_Y11.4	chr14	3LTR	-	75606171
PT1	PT1_Y0.2	chr14	5LTR	-	75623893
PT1	PT1_Y11.4	chr14	3LTR	+	89834175
PT1	PT1_Y11.4	chr14	5LTR	+	91959896
PT1	PT1_Y11.4	chr14	5LTR	+	91959896
PT1	PT1_Y11.4	chr14	3LTR	+	95844543
PT1	PT1_Y11.4	chr14	5LTR	-	97296489
PT1	PT1_Y11.4	chr14	3LTR	-	98084562
PT1	PT1_Y11.4	chr14	3LTR	+	99695552
PT1	PT1_Y11.4	chr14	3LTR	+	99695552
PT1	PT1_Y0.2	chr14	3LTR	+	100716907
PT1	PT1_Y11.4	chr14	5LTR	-	105527459
PT1	PT1_Y0.2	chr15	3LTR	-	35429463
PT1	PT1_Y0.2	chr15	5LTR	-	39975091
PT1	PT1_Y0.2	chr15	5LTR	-	39975091
PT1	PT1_Y11.4	chr15	5LTR	-	39975091
PT1	PT1_Y11.4	chr15	5LTR	-	39975091
PT1	PT1_Y0.2	chr15	3LTR	-	39975091
PT1	PT1_Y0.2	chr15	3LTR	-	39975091
PT1	PT1_Y0.2	chr15	3LTR	-	39975091
PT1	PT1_Y11.4	chr15	3LTR	-	39975091
PT1	PT1_Y11.4	chr15	3LTR	-	39975091
PT1	PT1_Y11.4	chr15	3LTR	-	39975091
PT1	PT1_Y0.2	chr15	5LTR	+	40461684
PT1	PT1_Y4.8	chr15	3LTR	-	41629593
PT1	PT1_Y11.4	chr15	5LTR	-	41972653
PT1	PT1_Y11.4	chr15	3LTR	-	42031493
PT1	PT1_Y11.4	chr15	5LTR	+	44907163
PT1	PT1_Y4.8	chr15	5LTR	-	44962777
PT1	PT1_Y4.8	chr15	5LTR	-	44962777
PT1	PT1_Y11.4	chr15	3LTR	-	44962777
PT1	PT1_Y4.8	chr15	3LTR	-	44962777
PT1	PT1_Y0.2	chr15	5LTR	+	49464553
PT1	PT1_Y11.4	chr15	5LTR	+	50361227
PT1	PT1_Y11.4	chr15	3LTR	+	52435273
PT1	PT1_Y11.4	chr15	3LTR	+	52791355
PT1	PT1_Y11.4	chr15	5LTR	+	52894767
PT1	PT1_Y11.4	chr15	5LTR	+	52894767
PT1	PT1_Y11.4	chr15	3LTR	-	63844687
PT1	PT1_Y0.2	chr15	5LTR	-	63942897
PT1	PT1_Y11.4	chr15	3LTR	+	64631341
PT1	PT1_Y0.2	chr15	3LTR	-	65454286
PT1	PT1_Y11.4	chr15	3LTR	-	65946301
PT1	PT1_Y4.8	chr15	5LTR	+	66070410
PT1	PT1_Y11.4	chr15	3LTR	+	66078199
PT1	PT1_Y11.4	chr15	3LTR	-	70413226
PT1	PT1_Y11.4	chr15	3LTR	+	72834938
PT1	PT1_Y0.2	chr15	5LTR	-	75156768
PT1	PT1_Y11.4	chr15	5LTR	+	78336567
PT1	PT1_Y11.4	chr15	5LTR	-	80385160
PT1	PT1_Y11.4	chr15	3LTR	-	80385160
PT1	PT1_Y11.4	chr15	5LTR	-	83861252
PT1	PT1_Y4.8	chr15	5LTR	+	85161682
PT1	PT1_Y11.4	chr15	3LTR	+	89815073
PT1	PT1_Y11.4	chr15	5LTR	+	89815073
PT1	PT1_Y11.4	chr15	5LTR	-	91334357
PT1	PT1_Y0.2	chr15	5LTR	+	93360948
PT1	PT1_Y11.4	chr16	5LTR	+	482969
PT1	PT1_Y0.2	chr16	3LTR	+	583593
PT1	PT1_Y11.4	chr16	3LTR	-	708572
PT1	PT1_Y11.4	chr16	5LTR	-	1737202
PT1	PT1_Y11.4	chr16	5LTR	-	1764209
PT1	PT1_Y0.2	chr16	5LTR	+	2126449
PT1	PT1_Y11.4	chr16	3LTR	-	2308799
PT1	PT1_Y11.4	chr16	5LTR	+	3022933
PT1	PT1_Y11.4	chr16	3LTR	+	3916211
PT1	PT1_Y11.4	chr16	5LTR	+	3916211
PT1	PT1_Y11.4	chr16	5LTR	+	3916211
PT1	PT1_Y11.4	chr16	5LTR	+	3916211
PT1	PT1_Y11.4	chr16	3LTR	-	4094604
PT1	PT1_Y11.4	chr16	3LTR	-	11444836
PT1	PT1_Y11.4	chr16	3LTR	-	11755860
PT1	PT1_Y11.4	chr16	5LTR	+	11858886
PT1	PT1_Y11.4	chr16	3LTR	+	12784049
PT1	PT1_Y11.4	chr16	5LTR	+	12784049
PT1	PT1_Y11.4	chr16	3LTR	+	14304534
PT1	PT1_Y11.4	chr16	5LTR	+	14304534
PT1	PT1_Y11.4	chr16	3LTR	+	14304981
PT1	PT1_Y11.4	chr16	3LTR	+	14304981
PT1	PT1_Y11.4	chr16	5LTR	+	14304981
PT1	PT1_Y11.4	chr16	5LTR	+	14304981
PT1	PT1_Y11.4	chr16	3LTR	+	14305384
PT1	PT1_Y11.4	chr16	3LTR	+	14305739
PT1	PT1_Y11.4	chr16	3LTR	+	14307572
PT1	PT1_Y11.4	chr16	3LTR	+	14307614
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	3LTR	+	14307633
PT1	PT1_Y11.4	chr16	5LTR	+	14307633
PT1	PT1_Y11.4	chr16	5LTR	+	14307633
PT1	PT1_Y11.4	chr16	5LTR	+	14307633
PT1	PT1_Y11.4	chr16	5LTR	+	14307633
PT1	PT1_Y11.4	chr16	5LTR	+	14307633
PT1	PT1_Y11.4	chr16	5LTR	+	14307633
PT1	PT1_Y11.4	chr16	5LTR	+	14307633
PT1	PT1_Y11.4	chr16	5LTR	+	14307670
PT1	PT1_Y11.4	chr16	5LTR	+	14307670
PT1	PT1_Y11.4	chr16	5LTR	+	14307670
PT1	PT1_Y11.4	chr16	5LTR	+	14307781
PT1	PT1_Y11.4	chr16	5LTR	+	14308320
PT1	PT1_Y11.4	chr16	5LTR	+	14308320
PT1	PT1_Y11.4	chr16	5LTR	+	14308320
PT1	PT1_Y11.4	chr16	5LTR	+	14308320
PT1	PT1_Y11.4	chr16	5LTR	+	14308320
PT1	PT1_Y11.4	chr16	5LTR	+	14308320
PT1	PT1_Y11.4	chr16	5LTR	+	14308336
PT1	PT1_Y11.4	chr16	3LTR	+	14308826
PT1	PT1_Y11.4	chr16	3LTR	+	14308826
PT1	PT1_Y11.4	chr16	3LTR	+	14308826
PT1	PT1_Y11.4	chr16	3LTR	+	14308826
PT1	PT1_Y11.4	chr16	3LTR	+	14308826
PT1	PT1_Y11.4	chr16	3LTR	+	14308826
PT1	PT1_Y11.4	chr16	5LTR	+	14308826
PT1	PT1_Y11.4	chr16	5LTR	+	14308826
PT1	PT1_Y11.4	chr16	5LTR	+	14308826
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	5LTR	+	14310205
PT1	PT1_Y11.4	chr16	3LTR	+	14310395
PT1	PT1_Y11.4	chr16	3LTR	+	14310395
PT1	PT1_Y11.4	chr16	3LTR	+	14310395
PT1	PT1_Y11.4	chr16	3LTR	+	14310395
PT1	PT1_Y11.4	chr16	5LTR	+	14310395
PT1	PT1_Y11.4	chr16	5LTR	+	14310395
PT1	PT1_Y11.4	chr16	5LTR	+	14310395
PT1	PT1_Y11.4	chr16	5LTR	+	14310395
PT1	PT1_Y11.4	chr16	5LTR	+	14310395
PT1	PT1_Y11.4	chr16	3LTR	+	14310589
PT1	PT1_Y11.4	chr16	3LTR	+	14310589
PT1	PT1_Y11.4	chr16	3LTR	+	14310589
PT1	PT1_Y11.4	chr16	3LTR	+	14310589
PT1	PT1_Y11.4	chr16	3LTR	+	14310589
PT1	PT1_Y11.4	chr16	5LTR	+	14310589
PT1	PT1_Y11.4	chr16	5LTR	+	14310589
PT1	PT1_Y11.4	chr16	5LTR	+	14310589
PT1	PT1_Y11.4	chr16	5LTR	+	14310589
PT1	PT1_Y11.4	chr16	5LTR	+	14310589
PT1	PT1_Y11.4	chr16	5LTR	+	14310589
PT1	PT1_Y11.4	chr16	3LTR	-	14681609
PT1	PT1_Y11.4	chr16	5LTR	+	18831875
PT1	PT1_Y0.2	chr16	3LTR	-	18839551
PT1	PT1_Y0.2	chr16	3LTR	+	24026618
PT1	PT1_Y0.2	chr16	3LTR	+	24026618
PT1	PT1_Y11.4	chr16	3LTR	-	24144986
PT1	PT1_Y11.4	chr16	3LTR	-	24144986
PT1	PT1_Y11.4	chr16	3LTR	-	24562540
PT1	PT1_Y11.4	chr16	3LTR	+	29726370
PT1	PT1_Y11.4	chr16	5LTR	-	30611843
PT1	PT1_Y11.4	chr16	3LTR	-	30611843
PT1	PT1_Y11.4	chr16	3LTR	-	30611843
PT1	PT1_Y0.2	chr16	3LTR	-	31131388
PT1	PT1_Y11.4	chr16	5LTR	+	31403841
PT1	PT1_Y11.4	chr16	3LTR	-	31740868
PT1	PT1_Y11.4	chr16	3LTR	-	31900036
PT1	PT1_Y0.2	chr16	5LTR	-	48316013
PT1	PT1_Y0.2	chr16	3LTR	-	48316013
PT1	PT1_Y11.4	chr16	5LTR	-	48592656
PT1	PT1_Y11.4	chr16	3LTR	-	50794055
PT1	PT1_Y0.2	chr16	3LTR	+	50810260
PT1	PT1_Y11.4	chr16	5LTR	-	50818659
PT1	PT1_Y0.2	chr16	5LTR	+	53300580
PT1	PT1_Y0.2	chr16	3LTR	-	53511739
PT1	PT1_Y11.4	chr16	3LTR	-	56971954
PT1	PT1_Y0.2	chr16	5LTR	+	57030648
PT1	PT1_Y11.4	chr16	5LTR	+	57030648
PT1	PT1_Y11.4	chr16	5LTR	+	57030648
PT1	PT1_Y11.4	chr16	3LTR	-	67066122
PT1	PT1_Y11.4	chr16	3LTR	+	67098530
PT1	PT1_Y11.4	chr16	3LTR	-	67602189
PT1	PT1_Y11.4	chr16	5LTR	-	67622138
PT1	PT1_Y11.4	chr16	3LTR	+	67740024
PT1	PT1_Y11.4	chr16	5LTR	-	68130647
PT1	PT1_Y11.4	chr16	3LTR	-	68133605
PT1	PT1_Y11.4	chr16	3LTR	-	68302577
PT1	PT1_Y11.4	chr16	5LTR	-	68520792
PT1	PT1_Y11.4	chr16	3LTR	-	69254834
PT1	PT1_Y11.4	chr16	5LTR	-	69474136
PT1	PT1_Y11.4	chr16	5LTR	-	69614624
PT1	PT1_Y11.4	chr16	3LTR	+	69634061
PT1	PT1_Y11.4	chr16	5LTR	+	69634065
PT1	PT1_Y11.4	chr16	5LTR	-	71936703
PT1	PT1_Y11.4	chr16	5LTR	-	83022343
PT1	PT1_Y11.4	chr16	3LTR	-	87814835
PT1	PT1_Y0.2	chr16	5LTR	+	88650104
PT1	PT1_Y11.4	chr16	3LTR	+	88652099
PT1	PT1_Y0.2	chr16	3LTR	-	89196309
PT1	PT1_Y11.4	chr16	5LTR	+	89384848
PT1	PT1_Y11.4	chr16	3LTR	+	89799982
PT1	PT1_Y11.4	chr16	3LTR	+	89870049
PT1	PT1_Y4.8	chr17	3LTR	-	2506886
PT1	PT1_Y11.4	chr17	5LTR	+	4179112
PT1	PT1_Y11.4	chr17	5LTR	+	4222038
PT1	PT1_Y11.4	chr17	3LTR	-	4286094
PT1	PT1_Y11.4	chr17	3LTR	-	4384982
PT1	PT1_Y11.4	chr17	3LTR	-	4866623
PT1	PT1_Y11.4	chr17	3LTR	-	5412334
PT1	PT1_Y11.4	chr17	3LTR	-	6667842
PT1	PT1_Y11.4	chr17	3LTR	-	7177955
PT1	PT1_Y11.4	chr17	3LTR	-	7274508
PT1	PT1_Y11.4	chr17	3LTR	-	7394577
PT1	PT1_Y11.4	chr17	5LTR	-	7750774
PT1	PT1_Y11.4	chr17	3LTR	+	15992500
PT1	PT1_Y11.4	chr17	3LTR	-	15995893
PT1	PT1_Y11.4	chr17	3LTR	-	15995893
PT1	PT1_Y11.4	chr17	5LTR	-	17832995
PT1	PT1_Y11.4	chr17	3LTR	+	19767334
PT1	PT1_Y0.2	chr17	3LTR	-	25805204
PT1	PT1_Y11.4	chr17	5LTR	-	26372648
PT1	PT1_Y11.4	chr17	5LTR	-	26492393
PT1	PT1_Y11.4	chr17	3LTR	+	27766731
PT1	PT1_Y11.4	chr17	5LTR	+	27766731
PT1	PT1_Y11.4	chr17	5LTR	-	27816579
PT1	PT1_Y11.4	chr17	5LTR	+	27828819
PT1	PT1_Y11.4	chr17	5LTR	+	27828819
PT1	PT1_Y11.4	chr17	5LTR	-	27877735
PT1	PT1_Y11.4	chr17	3LTR	-	27877739
PT1	PT1_Y11.4	chr17	3LTR	-	27877740
PT1	PT1_Y11.4	chr17	3LTR	+	28022895
PT1	PT1_Y11.4	chr17	5LTR	+	28166950
PT1	PT1_Y11.4	chr17	5LTR	+	28166950
PT1	PT1_Y11.4	chr17	5LTR	-	28506777
PT1	PT1_Y11.4	chr17	5LTR	-	28506777
PT1	PT1_Y11.4	chr17	5LTR	-	28506777
PT1	PT1_Y11.4	chr17	5LTR	-	28506777
PT1	PT1_Y11.4	chr17	3LTR	-	28506777
PT1	PT1_Y11.4	chr17	3LTR	-	28506777
PT1	PT1_Y11.4	chr17	5LTR	+	28748473
PT1	PT1_Y11.4	chr17	5LTR	+	29593635
PT1	PT1_Y11.4	chr17	5LTR	+	30326604
PT1	PT1_Y11.4	chr17	5LTR	-	33573066
PT1	PT1_Y0.2	chr17	3LTR	-	33836299
PT1	PT1_Y11.4	chr17	5LTR	-	35983574
PT1	PT1_Y0.2	chr17	3LTR	-	37039967
PT1	PT1_Y11.4	chr17	3LTR	+	37959219
